extracted_path,loc_x,loc_y,displacement_mm,force_n,session
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00003.jpg",-140,-2,0.0657,0.001,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00004.jpg",-140,-2,0.0877,0.0,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00005.jpg",-140,-2,0.1097,0.002,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00006.jpg",-140,-2,0.1317,0.002,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00007.jpg",-140,-2,0.1593,0.002,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00008.jpg",-140,-2,0.181,0.003,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00009.jpg",-140,-2,0.2033,0.003,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00010.jpg",-140,-2,0.225,0.003,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00011.jpg",-140,-2,0.2472,0.003,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00012.jpg",-140,-2,0.2692,0.004,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00013.jpg",-140,-2,0.2913,0.005,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00014.jpg",-140,-2,0.3128,0.005,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00015.jpg",-140,-2,0.3348,0.006,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00016.jpg",-140,-2,0.3568,0.007,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00017.jpg",-140,-2,0.3795,0.007,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00018.jpg",-140,-2,0.4012,0.009,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00019.jpg",-140,-2,0.4235,0.007,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00020.jpg",-140,-2,0.4453,0.008,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00021.jpg",-140,-2,0.4672,0.009,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00022.jpg",-140,-2,0.4893,0.009,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00023.jpg",-140,-2,0.5108,0.01,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00024.jpg",-140,-2,0.5333,0.011,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00025.jpg",-140,-2,0.5552,0.011,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00026.jpg",-140,-2,0.5773,0.012,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00027.jpg",-140,-2,0.5992,0.013,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00028.jpg",-140,-2,0.6213,0.014,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00029.jpg",-140,-2,0.6432,0.015,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00030.jpg",-140,-2,0.6652,0.015,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00031.jpg",-140,-2,0.6872,0.017,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00032.jpg",-140,-2,0.7092,0.018,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00033.jpg",-140,-2,0.7315,0.02,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00034.jpg",-140,-2,0.7533,0.021,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00035.jpg",-140,-2,0.7752,0.023,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00036.jpg",-140,-2,0.7972,0.025,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00037.jpg",-140,-2,0.8193,0.026,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00038.jpg",-140,-2,0.841,0.027,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00039.jpg",-140,-2,0.8635,0.028,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00040.jpg",-140,-2,0.8853,0.031,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00041.jpg",-140,-2,0.9072,0.032,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00042.jpg",-140,-2,0.9292,0.034,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00043.jpg",-140,-2,0.9513,0.035,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00044.jpg",-140,-2,0.9728,0.037,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00045.jpg",-140,-2,1.0003,0.038,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00046.jpg",-140,-2,1.0223,0.039,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00047.jpg",-140,-2,1.0447,0.041,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00048.jpg",-140,-2,1.0665,0.043,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00049.jpg",-140,-2,1.0887,0.045,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00050.jpg",-140,-2,1.1105,0.048,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00051.jpg",-140,-2,1.1323,0.049,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00052.jpg",-140,-2,1.1545,0.049,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00053.jpg",-140,-2,1.1765,0.051,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00054.jpg",-140,-2,1.1985,0.053,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00055.jpg",-140,-2,1.2207,0.055,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00056.jpg",-140,-2,1.2425,0.056,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00057.jpg",-140,-2,1.2647,0.059,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00058.jpg",-140,-2,1.2865,0.06,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00059.jpg",-140,-2,1.3087,0.061,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00060.jpg",-140,-2,1.3307,0.062,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00061.jpg",-140,-2,1.3523,0.064,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00062.jpg",-140,-2,1.3745,0.067,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00063.jpg",-140,-2,1.3967,0.068,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00064.jpg",-140,-2,1.4185,0.071,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00065.jpg",-140,-2,1.4407,0.072,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00066.jpg",-140,-2,1.4625,0.073,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00067.jpg",-140,-2,1.4848,0.075,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00068.jpg",-140,-2,1.5065,0.077,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00069.jpg",-140,-2,1.5285,0.079,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00070.jpg",-140,-2,1.5507,0.081,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00071.jpg",-140,-2,1.5725,0.082,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00072.jpg",-140,-2,1.5947,0.084,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00073.jpg",-140,-2,1.6168,0.086,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00074.jpg",-140,-2,1.6387,0.089,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00075.jpg",-140,-2,1.6607,0.092,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00076.jpg",-140,-2,1.6827,0.093,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00077.jpg",-140,-2,1.7048,0.094,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00078.jpg",-140,-2,1.7263,0.096,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00079.jpg",-140,-2,1.7488,0.099,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00080.jpg",-140,-2,1.7707,0.102,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00081.jpg",-140,-2,1.7927,0.105,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00082.jpg",-140,-2,1.8147,0.109,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00083.jpg",-140,-2,1.8368,0.112,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00084.jpg",-140,-2,1.864,0.118,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00085.jpg",-140,-2,1.8862,0.123,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00086.jpg",-140,-2,1.9082,0.126,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00087.jpg",-140,-2,1.9303,0.132,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00088.jpg",-140,-2,1.9523,0.136,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00089.jpg",-140,-2,1.9737,0.14,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00090.jpg",-140,-2,1.9957,0.143,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00091.jpg",-140,-2,2.018,0.149,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00092.jpg",-140,-2,2.0403,0.153,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00093.jpg",-140,-2,2.0623,0.159,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00094.jpg",-140,-2,2.0843,0.163,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00095.jpg",-140,-2,2.1063,0.17,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00096.jpg",-140,-2,2.1283,0.174,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00097.jpg",-140,-2,2.1502,0.178,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00098.jpg",-140,-2,2.172,0.182,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00099.jpg",-140,-2,2.1945,0.188,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00100.jpg",-140,-2,2.2163,0.192,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00101.jpg",-140,-2,2.2383,0.198,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00102.jpg",-140,-2,2.2598,0.204,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00103.jpg",-140,-2,2.2822,0.209,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00104.jpg",-140,-2,2.3042,0.214,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00105.jpg",-140,-2,2.3263,0.218,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00106.jpg",-140,-2,2.348,0.224,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00107.jpg",-140,-2,2.3702,0.228,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00108.jpg",-140,-2,2.3923,0.231,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00109.jpg",-140,-2,2.414,0.236,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00110.jpg",-140,-2,2.4365,0.242,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00111.jpg",-140,-2,2.4582,0.247,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00112.jpg",-140,-2,2.4805,0.253,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00113.jpg",-140,-2,2.502,0.259,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00114.jpg",-140,-2,2.5243,0.264,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00115.jpg",-140,-2,2.5465,0.271,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00116.jpg",-140,-2,2.5685,0.276,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00117.jpg",-140,-2,2.59,0.283,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00118.jpg",-140,-2,2.612,0.289,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00119.jpg",-140,-2,2.6345,0.295,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00120.jpg",-140,-2,2.6563,0.299,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00121.jpg",-140,-2,2.6785,0.306,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00122.jpg",-140,-2,2.7055,0.313,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00123.jpg",-140,-2,2.7275,0.313,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00124.jpg",-140,-2,2.7495,0.32,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00125.jpg",-140,-2,2.7715,0.326,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00126.jpg",-140,-2,2.7933,0.332,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00127.jpg",-140,-2,2.8153,0.337,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00128.jpg",-140,-2,2.8373,0.344,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00129.jpg",-140,-2,2.86,0.351,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00130.jpg",-140,-2,2.8817,0.356,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00131.jpg",-140,-2,2.9037,0.361,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00132.jpg",-140,-2,2.9257,0.369,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00133.jpg",-140,-2,2.9478,0.373,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00134.jpg",-140,-2,2.9697,0.38,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00135.jpg",-140,-2,2.9918,0.384,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00136.jpg",-140,-2,3.0132,0.391,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00137.jpg",-140,-2,3.0355,0.396,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00138.jpg",-140,-2,3.0573,0.403,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00139.jpg",-140,-2,3.08,0.409,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00140.jpg",-140,-2,3.1017,0.415,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00141.jpg",-140,-2,3.1237,0.422,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00142.jpg",-140,-2,3.1455,0.427,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00143.jpg",-140,-2,3.1677,0.433,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00144.jpg",-140,-2,3.1895,0.44,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00145.jpg",-140,-2,3.2117,0.444,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00146.jpg",-140,-2,3.2338,0.452,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00147.jpg",-140,-2,3.2557,0.457,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00148.jpg",-140,-2,3.2777,0.463,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00149.jpg",-140,-2,3.2998,0.469,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00150.jpg",-140,-2,3.3217,0.476,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00151.jpg",-140,-2,3.3433,0.48,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00152.jpg",-140,-2,3.3658,0.487,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00153.jpg",-140,-2,3.3873,0.492,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00154.jpg",-140,-2,3.4097,0.502,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00155.jpg",-140,-2,3.4318,0.508,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00156.jpg",-140,-2,3.4538,0.512,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00157.jpg",-140,-2,3.4758,0.52,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00158.jpg",-140,-2,3.4975,0.527,"(-140, -2)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -2)/frames/extracted/frame_00159.jpg",-140,-2,3.5193,0.531,"(-140, -2)"
